time,open,high,low,close,EMA 曲线,Cloud Candle,Cloud Reach,PlotCandle (开盘价),PlotCandle (最高价,PlotCandle (最低价),PlotCandle (关闭),Red %,Blue %,B,red_green (开盘价),red_green (最高价,red_green (最低价),red_green (关闭),cyan_magenta (开盘价),cyan_magenta (最高价,cyan_magenta (最低价),cyan_magenta (关闭),yellow (开盘价),yellow (最高价,yellow (最低价),yellow (关闭),blue (开盘价),blue (最高价,blue (最低价),blue (关闭),fuchsia (开盘价),fuchsia (最高价,fuchsia (最低价),fuchsia (关闭),white (开盘价),white (最高价,white (最低价),white (关闭),rs,Regular Bullish,Regular Bullish Label,Hidden Bullish,Hidden Bullish Label,Regular Bearish,Regular Bearish Label,Hidden Bearish,Hidden Bearish Label
1784514000,18.000680164495396,18.07,17.78,17.925,17.75674208262619,17.59690476190471,17.629191176470613,18.000680164495396,18.07,17.78,17.925,,,,37.239601016760844,34.86698430239998,37.239601016760844,34.86698430239998,42.875046521310885,38.84500088221482,42.875046521310885,38.84500088221482,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.21926096986394927,,,,,0.21926096986394927,,0.21926096986394927,
1784514600,17.9628400822477,17.9628400822477,17.68,17.75,17.756674997226924,17.610833333333282,17.613970588235322,17.9628400822477,17.9628400822477,17.68,17.75,,,,37.4264204058328,35.23261803146181,37.4264204058328,35.23261803146181,44.73595931858345,41.79048010039914,44.73595931858345,41.79048010039914,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.15405610530422875,,,,,,,,
1784515200,17.856420041123847,17.95,17.72,17.8375,17.757479226110238,17.62190476190471,17.604411764705908,17.856420041123847,17.95,17.72,17.8375,,,,38.05279410355281,35.63550032747481,38.05279410355281,35.63550032747481,47.16724788854082,44.478863994469975,47.16724788854082,44.478863994469975,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.09177602711994122,,,,,,,,
1784515800,17.846960020561923,18,17.846960020561923,17.947499999999998,17.759369980079292,17.636666666666617,17.598897058823553,17.846960020561923,18,17.846960020561923,17.947499999999998,,,,39.20378500091808,36.145255280823854,39.20378500091808,36.145255280823854,50.683126879103106,47.58099543678654,50.683126879103106,47.58099543678654,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.09085159323384262,0.09085159323384262,,0.09085159323384262,,,,,
1784516400,17.89723001028096,18,17.82,17.935000000000002,17.76111754246656,17.658214285714237,17.592426470588258,17.89723001028096,18,17.82,17.935000000000002,,,,40.20786246979662,36.725627736391395,40.20786246979662,36.725627736391395,53.79543634451537,50.68821589065095,53.79543634451537,50.68821589065095,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.10470822800105059,,,,,,,,
1784517000,17.916115005140483,17.95,17.86,17.9025,17.762524333088784,17.68166666666662,17.59977941176473,17.916115005140483,17.95,17.86,17.9025,,,,40.97200065777182,37.332252439445746,40.97200065777182,37.332252439445746,56.30118210522811,53.49469899793953,56.30118210522811,53.49469899793953,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.10865680580960514,,,,,,,,
1784517600,17.909307502570243,17.93,17.83,17.869999999999997,17.76359374270979,17.702619047619,17.610955882352965,17.909307502570243,17.93,17.83,17.869999999999997,,,,41.51333808490819,37.92955038879752,41.51333808490819,37.92955038879752,58.09742738188452,55.796063189912026,58.09742738188452,55.796063189912026,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.10800064616919379,,,,,,,,
1784523600,17.88965375128512,17.95,17.83,17.877499999999998,17.764727138304718,17.72654761904757,17.620808823529433,17.88965375128512,17.95,17.83,17.877499999999998,,,,42.05482842873979,38.51887582307499,42.05482842873979,38.51887582307499,59.68135550852761,57.73870934921982,59.68135550852761,57.73870934921982,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.11147074428022702,,,,,,,,
1784524200,17.88357687564256,17.98,17.83,17.9,17.76607313692855,17.755357142857093,17.632720588235316,17.88357687564256,17.98,17.83,17.9,,,,42.67410051819833,39.112479350949755,42.67410051819833,39.112479350949755,61.23792052431529,59.48831493676755,61.23792052431529,59.48831493676755,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.12730081971442803,,,,,,,,
1784524800,17.89178843782128,18.02,17.82,17.9125,17.767530120640703,17.781547619047572,17.64514705882355,17.89178843782128,18.02,17.82,17.9125,,,,43.540785646019344,39.7450945359597,43.540785646019344,39.7450945359597,62.754547860152705,61.12143139846013,62.754547860152705,61.12143139846013,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.15485029039414952,,,,,,,,
1784525400,17.902144218910642,17.94,17.78,17.8525,17.768375592077113,17.799523809523762,17.656323529411786,17.902144218910642,17.94,17.78,17.8525,,,,44.015894363611366,40.355208797052796,44.015894363611366,40.355208797052796,63.391760269483356,62.256595833971744,63.391760269483356,62.256595833971744,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.18183800514889345,,,,,0.18183800514889345,,0.18183800514889345,
1784526000,17.87732210945532,17.87732210945532,17.58,17.7225,17.76791911852411,17.806785714285667,17.665367647058844,17.87732210945532,17.87732210945532,17.58,17.7225,,,,43.74278102994682,40.83914768746622,43.74278102994682,40.83914768746622,62.35785575453738,62.30722579425456,62.35785575453738,62.30722579425456,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.16534842152688325,,,,,,,,
1784526600,17.79991105472766,17.79991105472766,17.43,17.58,17.766049276548745,17.804880952380902,17.673308823529432,17.79991105472766,17.79991105472766,17.43,17.58,,,,42.706208758576985,41.1058706976249,42.706208758576985,41.1058706976249,59.76942357446729,61.03832468436093,59.76942357446729,61.03832468436093,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.12188073259022039,,,,,,,,
1784527200,17.68995552736383,17.69,17.46,17.555,17.763949283747266,17.805714285714235,17.681691176470608,17.68995552736383,17.69,17.46,17.555,,,,41.60631472637094,41.177362701731475,41.60631472637094,41.177362701731475,56.85851177194977,58.94841822815535,56.85851177194977,58.94841822815535,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.07622241599202538,,,,,,,,
1784527800,17.622477763681914,17.72,17.58,17.6475,17.762790584406495,17.815119047618996,17.687279411764727,17.622477763681914,17.72,17.58,17.6475,,,,41.093226311849946,41.165343217462684,41.093226311849946,41.165343217462684,55.13551445873303,57.04196634344419,55.13551445873303,57.04196634344419,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.07259644909859073,0.07259644909859073,,0.07259644909859073,,,,,
1784528400,17.634988881840957,17.75,17.62,17.695,17.762116051228322,17.829166666666616,17.689926470588258,17.634988881840957,17.75,17.62,17.695,,,,40.87777608078375,41.12426219793712,40.87777608078375,41.12426219793712,54.170957218137566,55.60646178079088,54.170957218137566,55.60646178079088,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.1087131101769172,,,,,,,,
1784529000,17.66499444092048,17.73,17.58,17.665,17.76114972236038,17.824761904761857,17.69073529411767,17.66499444092048,17.73,17.58,17.665,,,,40.512879987101385,41.03692188210344,40.512879987101385,41.03692188210344,53.084469652835025,54.34546571681295,53.084469652835025,54.34546571681295,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.13441091659403662,,,,,,,,
1784529600,17.66499722046024,17.95,17.59,17.755,17.76108853109311,17.8248809523809,17.69875000000002,17.66499722046024,17.95,17.59,17.755,,,,40.66855339461612,40.984297812462394,40.66855339461612,40.984297812462394,53.33646380188234,53.84096475934764,53.33646380188234,53.84096475934764,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.123539104603171,,,,,,,,
1784530200,17.70999861023012,17.99,17.70999861023012,17.919999999999998,17.76266973973895,17.828095238095187,17.713750000000022,17.70999861023012,17.99,17.70999861023012,17.919999999999998,,,,41.719700679616054,41.08935536491292,41.719700679616054,41.08935536491292,55.09647033079157,54.46871754506961,55.09647033079157,54.46871754506961,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.12788318669579268,,,,,,,,
1784597400,17.81499930511506,18.4,17.81499930511506,18.185,17.766872030885825,17.834880952380903,17.735955882352965,17.81499930511506,18.4,17.81499930511506,18.185,,,,44.15180997173139,41.5268488801727,44.15180997173139,41.5268488801727,57.70173316503591,56.085225355052756,57.70173316503591,56.085225355052756,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.22089800878623606,,,,,,,,
1784598000,17.999999652557527,18.05,17.8,17.96,17.768793702220293,17.828333333333283,17.753161764705908,17.999999652557527,18.05,17.8,17.96,,,,45.173933435289044,42.04786095947503,45.173933435289044,42.04786095947503,58.43481807612012,57.26002171558644,58.43481807612012,57.26002171558644,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.2614988165543301,,,,,,,,
1784598600,17.979999826278764,18.13,17.979999826278764,18.0625,17.77171615294447,17.834880952380903,17.775735294117673,17.979999826278764,18.13,17.979999826278764,18.0625,,,,46.76028193991125,42.721063956680204,46.76028193991125,42.721063956680204,59.93791773619622,58.59896972589133,59.93791773619622,58.59896972589133,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.27030351303889066,,,,,,,,
1784599200,18.021249913139382,18.07,17.88,17.9775,17.773763753412684,17.845714285714234,17.79382352941179,18.021249913139382,18.07,17.88,17.9775,,,,47.75898947991759,43.44076760285697,47.75898947991759,43.44076760285697,60.12368893580342,59.361329330847376,60.12368893580342,59.361329330847376,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.3016127150415888,,,,,0.3016127150415888,,0.3016127150415888,
1784599800,17.99937495656969,18.04,17.84,17.935,17.77536809417475,17.850357142857092,17.807352941176497,17.99937495656969,18.04,17.84,17.935,,,,48.58150405623683,44.175158524768385,48.58150405623683,44.175158524768385,59.81062511338476,59.58597722211607,59.81062511338476,59.58597722211607,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.28834989688784457,,,,,,,,
1784600400,17.967187478284842,18.21,17.95,18.07,17.77829975492923,17.856190476190427,17.822058823529435,17.967187478284842,18.21,17.95,18.07,,,,50.289968052219926,45.04870274297575,50.289968052219926,45.04870274297575,60.924961654689874,60.25546943840297,60.924961654689874,60.25546943840297,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.2666785512814997,,,,,,,,
1784601000,18.01859373914242,18.2,18.01859373914242,18.1525,17.78202314045232,17.86654761904757,17.83772058823532,18.01859373914242,18.2,18.01859373914242,18.1525,,,,52.36747033420422,46.094240970294095,52.36747033420422,46.094240970294095,62.614419678078185,61.43494455824057,62.614419678078185,61.43494455824057,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.2691789535435822,,,,,,,,
1784601600,18.08554686957121,18.14,17.98,18.0575,17.784764203731402,17.87392857142852,17.853014705882376,18.08554686957121,18.14,17.98,18.0575,,,,53.73110340557059,47.185221318190735,53.73110340557059,47.185221318190735,63.470695824390695,62.45282019131564,63.470695824390695,62.45282019131564,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.24086688257582856,,,,,,,,
1784602200,18.071523434785604,18.071523434785604,17.83,17.935,17.786259087276363,17.87702380952376,17.86727941176473,18.071523434785604,18.071523434785604,17.83,17.935,,,,54.268167448029835,48.197070765310606,54.268167448029835,48.197070765310606,62.92961342910714,62.69121681021139,62.92961342910714,62.69121681021139,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.1625134400236618,,,,,,,,
1784602800,18.003261717392803,18.003261717392803,17.82,17.9,17.787390837651724,17.878095238095188,17.881985294117673,18.003261717392803,18.003261717392803,17.82,17.9,,,,54.55853643983722,49.10585157595727,54.55853643983722,49.10585157595727,61.234288490886,61.962752650548694,61.234288490886,61.962752650548694,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.08183657632942938,,,,,,,,
1784603400,17.9516308586964,18.02,17.9,17.947499999999998,17.78898396364524,17.880357142857093,17.887573529411792,17.9516308586964,18.02,17.9,17.947499999999998,,,,55.11090288461075,49.963716048622054,55.11090288461075,49.963716048622054,60.1938403815736,61.078296516061144,60.1938403815736,61.078296516061144,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.05414649094025178,,,,,,,,
1784604000,17.949565429348198,18,17.9,17.955,17.79063586450449,17.882380952380903,17.89352941176473,17.949565429348198,18,17.9,17.955,,,,55.66845744047189,50.778679104600606,55.66845744047189,50.778679104600606,59.281216437072544,60.179756476566844,59.281216437072544,60.179756476566844,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.05015636207957161,,,,,,,,
1784610000,17.952282714674098,18.18,17.95,18.0425,17.793141975305442,17.89142857142852,17.899117647058848,17.952282714674098,18.18,17.95,18.0425,,,,56.707020004247724,51.62558494740734,56.707020004247724,51.62558494740734,59.69990190828343,59.93982919242514,59.69990190828343,59.93982919242514,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.04306802626044335,0.04306802626044335,,0.04306802626044335,,,,,
1784610600,17.99739135733705,18.13,17.99739135733705,18.075,17.79594653276509,17.908214285714234,17.90007352941179,17.99739135733705,18.13,17.99739135733705,18.075,,,,57.86485190870622,52.516908799021465,57.86485190870622,52.516908799021465,60.37541729008716,60.15762324125615,60.37541729008716,60.15762324125615,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.053594343241724816,,,,,,,,
1784611200,18.036195678668527,18.38,18.03,18.18,17.799767960299764,17.936785714285662,17.902500000000025,18.036195678668527,18.38,18.03,18.18,,,,59.56498153427483,53.52377633262909,59.56498153427483,53.52377633262909,62.51971166445919,61.33866745285766,62.51971166445919,61.33866745285766,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.0850029358751033,,,,,,,,
1784611800,18.108097839334263,18.5,18.108097839334263,18.37,17.805441910943546,17.975595238095185,17.915588235294145,18.108097839334263,18.5,18.108097839334263,18.37,,,,61.73891142468377,54.69736706006547,61.73891142468377,54.69736706006547,65.08684412005319,63.212755786455425,65.08684412005319,63.212755786455425,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.15458094834234626,,,,,,,,
1784612400,18.239048919667134,18.46,18.239048919667134,18.42,17.811556916804804,18.0123809523809,17.93529411764709,18.239048919667134,18.46,18.239048919667134,18.42,,,,64.03228588336022,56.03092689196472,64.03228588336022,56.03092689196472,68.14679519858835,65.67977549252188,68.14679519858835,65.67977549252188,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.20896415945943908,,,,,,,,
1784613000,18.329524459833568,18.6,18.329524459833568,18.4925,17.81833246987142,18.05035714285709,17.95455882352944,18.329524459833568,18.6,18.329524459833568,18.4925,,,,66.05293893250794,57.46264289775661,66.05293893250794,57.46264289775661,70.8512186431542,68.26549706783804,70.8512186431542,68.26549706783804,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.23185461909160038,,,,,,,,
1784613600,18.411012229916786,18.75,18.411012229916786,18.6325,17.826433639325437,18.09642857142852,17.974705882352968,18.411012229916786,18.75,18.411012229916786,18.6325,,,,67.93625435437949,58.95887310584559,67.93625435437949,58.95887310584559,73.03919273273297,70.6523449002855,73.03919273273297,70.6523449002855,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.2605380115297838,,,,,,,,
1784614200,18.521756114958393,18.82,18.521756114958393,18.7325,17.835449225003792,18.14297619047614,17.99816176470591,18.521756114958393,18.82,18.521756114958393,18.7325,,,,69.84071943135943,60.513422580919,69.84071943135943,60.513422580919,75.30494470599476,72.97864480314013,75.30494470599476,72.97864480314013,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.29526272665629816,,,,,,,,
