time,open,high,low,close,成交量中心线,通道上轨,通道下轨,多头订单块反应信号,空头订单块反应信号,多头趋势线 Pin Bar,空头趋势线 Pin Bar,多头趋势转换,空头趋势转换,需求强度 %,供给强度 %,成交量压力 %,趋势 Delta %,趋势力度 %,趋势状态,通道位置,合并成交量,red_green (开盘价),red_green (最高价,red_green (最低价),red_green (关闭),cyan_magenta (开盘价),cyan_magenta (最高价,cyan_magenta (最低价),cyan_magenta (关闭),yellow (开盘价),yellow (最高价,yellow (最低价),yellow (关闭),blue (开盘价),blue (最高价,blue (最低价),blue (关闭),fuchsia (开盘价),fuchsia (最高价,fuchsia (最低价),fuchsia (关闭),white (开盘价),white (最高价,white (最低价),white (关闭)
1785724200.001,19.14,19.14,19.12,19.12,19.196772125320706,,,0,0,0,0,0,0,54.781866339776286,45.218133660223714,-3.3470690646179753,33.7793089607653,31.13791340761498,1,0,12008.333333333334,53.18082492038168,58.43173184032356,53.18082492038168,58.43173184032356,41.13703880200658,45.802291605615494,41.13703880200658,45.802291605615494,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101
1785724200.002,19.12,19.12,19.1,19.1,19.19622455419937,,,0,0,0,0,0,1,56.231884057971016,43.768115942028984,-12.121738338662421,-100,77.27304300319744,-1,0,12008.333333333334,50.40260273219114,57.284713396304646,50.40260273219114,57.284713396304646,35.73650944933914,40.769400527477316,35.73650944933914,40.769400527477316,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101
1785724320,19.12,19.14,19.12,19.14,19.195287344347424,,,0,0,0,0,0,0,57.8792360786756,42.1207639213244,1.7518203864717605,17.150577818662676,51.34143892308066,-1,0,16980,48.843233149279506,56.07878764672962,48.843233149279506,56.07878764672962,32.53605571848118,36.65272812297925,32.53605571848118,36.65272812297925,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101
1785724320.001,19.14,19.16,19.14,19.16,19.19424538939962,,,0,0,0,0,0,0,59.407079535366435,40.592920464633565,13.522316948559057,47.75388854646314,63.0612336956369,-1,1,16980,47.905451189637056,54.91116815285926,47.905451189637056,54.91116815285926,30.983285853936245,33.818006988457746,30.983285853936245,33.818006988457746,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101
1785724320.002,19.16,19.18,19.16,19.18,19.193299449094695,,,0,0,0,0,0,0,60.827963995270174,39.172036004729826,23.59171295981505,61.847017395218295,54.378949968789485,-1,2,16980,47.54485773731601,53.85883809349594,47.54485773731601,53.85883809349594,30.842816446231048,32.3304117173444,30.842816446231048,32.3304117173444,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101
1785724320.003,19.18,19.2,19.18,19.2,19.192688071447282,,,0,0,0,0,0,0,63.364156370241496,36.635843629758504,32.26715085992618,69.9522488896303,27.493913191516796,-1,3,16980,47.72022504179339,52.98189337182415,47.72022504179339,52.98189337182415,31.91289028724562,32.12165100229501,31.91289028724562,32.12165100229501,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101
1785724320.004,19.2,19.22,19.2,19.22,19.192573816801804,,,0,0,0,0,0,0,65.7812275406066,34.218772459393406,39.78738120337451,75.21712958981857,37.502496992374915,-1,4,16980,48.39327019186932,52.32637577468774,48.39327019186932,52.32637577468774,34.020572627162856,33.07111181472894,34.020572627162856,33.07111181472894,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101
1785724440,19.22,19.24,19.19,19.24,19.193289377368227,,,0,0,0,0,1,0,68.79437493991787,31.205625060082127,49.598114983399306,100,95.58465134306778,1,4,27062.5,49.528444770001045,51.926671345446785,49.528444770001045,51.926671345446785,36.66049082328236,34.86580131900565,36.66049082328236,34.86580131900565,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101
1785724440.001,19.240000000000002,19.26,19.240000000000002,19.26,19.194897954939933,,,0,0,0,0,0,0,71.55027345393354,28.449726546066458,57.258587076330535,100,100,1,5,27062.5,51.092739531327524,51.807538229144036,51.092739531327524,51.807538229144036,40.470896896146904,37.668349107576276,40.470896896146904,37.668349107576276,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101
1785724560,19.240000000000002,19.240000000000002,19.220000000000002,19.220000000000002,19.197072787844522,,,0,0,0,0,0,0,69.19243287225387,30.807567127746125,32.25670743740685,27.76630274417232,53.57183683493959,1,3,30600,51.52489078929396,51.767160023451176,51.52489078929396,51.767160023451176,42.30838781574502,39.98836846166065,42.30838781574502,39.98836846166065,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101
