time,open,high,low,close,,,,,,,,,,,,,,,,,,,,,Red %,Blue %,B,red_green (开盘价),red_green (最高价,red_green (最低价),red_green (关闭),cyan_magenta (开盘价),cyan_magenta (最高价,cyan_magenta (最低价),cyan_magenta (关闭),yellow (开盘价),yellow (最高价,yellow (最低价),yellow (关闭),blue (开盘价),blue (最高价,blue (最低价),blue (关闭),fuchsia (开盘价),fuchsia (最高价,fuchsia (最低价),fuchsia (关闭),white (开盘价),white (最高价,white (最低价),white (关闭),rs,Regular Bullish,Regular Bullish Label,Hidden Bullish,Hidden Bullish Label,Regular Bearish,Regular Bearish Label,Hidden Bearish,Hidden Bearish Label,多头突破,空头突破,空头陷阱,中轴线,超买 1,超买 2（早期）,超卖 1,超卖 2,WT1 — 快线信号,WT2 — 慢线确认,WT 差值（动量）,交叉外圈,交叉内圈,Candle Color (开盘价),Candle Color (最高价,Candle Color (最低价),Candle Color (关闭),Oscillator,Signal Line,Reversal Down,Reversal Down,Reversal Up,Reversal Up
2026-08-17T14:48:00+08:00,19.05,19.1,19.05,19.1,0,0,0,0,0,0,19.400000000000002,19.150000000000002,,,,,19.075000000000003,,,,,,,,,,,35.79237972015506,22.077473224154378,35.79237972015506,22.077473224154378,79.04984841223887,75.39499709418945,79.04984841223887,75.39499709418945,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.13160729488479506,,,,,0.13160729488479506,,0.13160729488479506,,0,0,0,0,52,48,-52,-48,60.86120315760474,58.387867228691164,2.4733359289135777,,,19.05,19.1,19.05,19.1,-0.00043330693283849634,-0.0005582600840379398,,,,
2026-08-18T09:30:00+08:00,19.05,19.13,19,19,0,0,0,0,0,0,19.400000000000002,19.150000000000002,,,,,19.025,,,,,,,,,,,38.482304556831714,24.421020557393998,38.482304556831714,24.421020557393998,80.64391768668092,78.01945739043518,80.64391768668092,78.01945739043518,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.1168971334250294,,,,,,,,,0,0,0,0,52,48,-52,-48,57.87174576351904,58.83916488584105,-0.9674191223220134,58.83916488584105,58.83916488584105,19.05,19.13,19,19,-0.0004016570861002567,-0.0005111880924112955,,,,
2026-08-18T09:38:00+08:00,19,19,18.95,18.95,0,0,0,0,0,0,19.400000000000002,19.150000000000002,,,,,18.975,,,,,,,,,,,40.892298675788176,26.774060288593166,40.892298675788176,26.774060288593166,81.02811992191697,79.52378865617607,81.02811992191697,79.52378865617607,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.08158758212134072,,,,,,,,,0,0,0,0,52,48,-52,-48,48.47602234013472,56.64456685856235,-8.16854451842763,,,19,19,18.95,18.95,-0.0003829652217293895,-0.00046959886913940503,,,,
2026-08-18T09:42:00+08:00,18.95,18.95,18.9,18.9,0,0,0,0,0,0,19.400000000000002,19.150000000000002,,,,,18.924999999999997,,,,,,,,,,,42.89055766525343,29.07641705668749,42.89055766525343,29.07641705668749,80.61338850450029,80.06858858033817,80.61338850450029,80.06858858033817,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.047817706930390794,,,,,,,,,0,0,0,0,52,48,-52,-48,35.63581795330721,50.71119730364143,-15.075379350334217,,,18.95,18.95,18.9,18.9,-0.00037390948050751026,-0.0004353391878137199,,,,
2026-08-18T09:42:00+08:00,18.900000000000002,18.900000000000002,18.85,18.85,0,0,0,0,0,0,19.400000000000002,19.150000000000002,,,,,18.875,,,,,,,,,,,44.40915664603722,31.266808426594594,44.40915664603722,31.266808426594594,79.51385681338128,79.79122269685973,79.51385681338128,79.79122269685973,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.018325690563297928,,,,,,,,,0,0,0,0,52,48,-52,-48,21.246006416419725,40.807398118345176,-19.56139170192545,,,18.900000000000002,18.900000000000002,18.85,18.85,-0.0003774728707725492,-0.0004092866408495767,,,,
2026-08-18T09:42:00+08:00,18.85,18.85,18.8,18.8,0,0,0,0,0,0,19.400000000000002,19.150000000000002,,,,,18.825000000000003,,,,,,,,,,,45.48235704733106,33.2976010866998,45.48235704733106,33.2976010866998,77.82735345908873,78.80928807797423,77.82735345908873,78.80928807797423,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,-0.0011226398725506016,,,,,,,,,0,0,0,0,52,48,-52,-48,6.165740063569791,27.880896693357865,-21.715156629788076,,,18.85,18.85,18.8,18.8,-0.0003878125197188597,-0.0003928540186111769,,,,
2026-08-18T09:50:00+08:00,18.8,18.8,18.75,18.75,0,0,0,0,0,0,19.400000000000002,19.150000000000002,,,,,18.775,,,,,,,,,,,46.14197305338422,35.132511367654715,46.14197305338422,35.132511367654715,75.63773153636176,77.223509807168,75.63773153636176,77.223509807168,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,-0.006096368312410979,,,,,,,,,0,0,0,0,52,48,-52,-48,-7.181717284930636,13.966461787091523,-21.14817907202216,,,18.8,18.8,18.75,18.75,-0.00040104975332155537,-0.0003874778220250201,,,,
2026-08-18T10:42:00+08:00,18.75,18.75,18.7,18.7,0,0,0,0,0,0,19.400000000000002,19.150000000000002,,,,,18.725,,,,,,,,,,,46.4175464067139,36.74465923037746,46.4175464067139,36.74465923037746,73.01686512640529,75.12018746678665,73.01686512640529,75.12018746678665,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,-0.010927807697945498,,,,,,,,,0,0,0,0,52,48,-52,-48,-18.472086323216622,0.4394857179605651,-18.911572041177187,,,18.75,18.75,18.7,18.7,-0.00042162216114133603,-0.0003908053345318667,,,,
2026-08-18T10:50:00+08:00,18.7,18.7,18.65,18.65,0,0,0,0,0,0,19.400000000000002,19.150000000000002,,,,,18.674999999999997,,,,,,,,,,,46.336508725371786,38.11492344394808,46.336508725371786,38.11492344394808,70.0263605845379,72.57327402566227,70.0263605845379,72.57327402566227,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,-0.030340176641522665,,,,,,,,,0,0,0,0,52,48,-52,-48,-27.13833796439416,-11.65660037724291,-15.481737587151251,,,18.7,18.7,18.65,18.65,-0.0004478185507918938,-0.00040161422270895074,,,,
2026-08-18T14:20:00+08:00,18.7,18.75,18.62,18.75,0,0,0,0,0,0,19.400000000000002,19.150000000000002,,,,,18.725,,,,,,,,,,,47.34223429260713,39.433110708042236,47.34223429260713,39.433110708042236,68.1178328819849,70.34555345382358,68.1178328819849,70.34555345382358,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,-0.027890276696108815,,,,,,,,,0,0,0,0,52,48,-52,-48,-28.70693005210037,-20.37476790616045,-8.332162145939918,,,18.7,18.75,18.62,18.75,-0.00045837245958632193,-0.00041569138588875274,,,,
