time,open,high,low,close,,,,,,,,,,,,,,,,,,,,,Red %,Blue %,B,red_green (开盘价),red_green (最高价,red_green (最低价),red_green (关闭),cyan_magenta (开盘价),cyan_magenta (最高价,cyan_magenta (最低价),cyan_magenta (关闭),yellow (开盘价),yellow (最高价,yellow (最低价),yellow (关闭),blue (开盘价),blue (最高价,blue (最低价),blue (关闭),fuchsia (开盘价),fuchsia (最高价,fuchsia (最低价),fuchsia (关闭),white (开盘价),white (最高价,white (最低价),white (关闭),rs,Regular Bullish,Regular Bullish Label,Hidden Bullish,Hidden Bullish Label,Regular Bearish,Regular Bearish Label,Hidden Bearish,Hidden Bearish Label,多头突破,空头突破,空头陷阱,中轴线,超买 1,超买 2（早期）,超卖 1,超卖 2,WT1 — 快线信号,WT2 — 慢线确认,WT 差值（动量）,交叉外圈,交叉内圈,Candle Color (开盘价),Candle Color (最高价,Candle Color (最低价),Candle Color (关闭),Oscillator,Signal Line,Reversal Down,Reversal Down,Reversal Up,Reversal Up
1784602920.003,34.9,34.949999999999996,34.9,34.949999999999996,0,0,0,0,0,0,34.3,34.1,,,,,34.925,,,,,,,,,,,92.37755125799166,87.02449362400323,92.37755125799166,87.02449362400323,97.08030713183476,96.77505425146856,97.08030713183476,96.77505425146856,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.07171631070632109,,,,,,,,,0,0,0,0,52,48,-52,-48,69.04502353135274,68.83680887706873,0.20821465428400643,,,34.9,34.949999999999996,34.9,34.949999999999996,0.0004640878475535567,0.00041891335902866897,,,,
1784603160,34.95,35,34.95,35,0,0,0,0,0,0,34.3,34.1,,,,,34.975,,,,,,,,,,,92.92201188242083,87.8669962323486,92.92201188242083,87.8669962323486,97.306929922525,97.04099208699678,97.306929922525,97.04099208699678,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.06207559227189639,,,,,,,,,0,0,0,0,52,48,-52,-48,68.85875233223445,68.9825097856092,-0.12375745337475053,68.9825097856092,68.9825097856092,34.95,35,34.95,35,0.00048205711028979106,0.00043762410722986606,,,,
1784603160.001,35,35.05,35,35.05,0,0,0,0,0,0,34.3,34.1,,,,,35.025,,,,,,,,,,,93.42758246224791,88.66136569376279,93.42758246224791,88.66136569376279,97.50117802883092,97.27108505791385,97.50117802883092,97.27108505791385,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.049520927907602263,,,,,,,,,0,0,0,0,52,48,-52,-48,68.61938815542148,68.90738103010295,-0.2879928746814784,,,35,35.05,35,35.05,0.0005003999649848364,0.0004559660212165692,,,,
1784603160.002,35.050000000000004,35.1,35.050000000000004,35.1,0,0,0,0,0,0,34.3,34.1,,,,,35.075,,,,,,,,,,,93.89704085780163,89.40931928862548,93.89704085780163,89.40931928862548,97.66767640566464,97.46938073178924,97.66767640566464,97.46938073178924,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.0552699251219468,,,,,,,,,0,0,0,0,52,48,-52,-48,68.35006004543685,68.7183060161114,-0.36824597067455045,,,35.050000000000004,35.1,35.050000000000004,35.1,0.0005191388523279507,0.0004738270899496717,,,,
1784603160.003,35.1,35.15,35.1,35.15,0,0,0,0,0,0,34.3,34.1,,,,,35.125,,,,,,,,,,,94.3329665108158,90.1126974632241,94.3329665108158,90.1126974632241,97.81038930009346,97.63988501594136,97.81038930009346,97.63988501594136,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.0670134419070272,,,,,,,,,0,0,0,0,52,48,-52,-48,68.09441223159656,68.48065319117237,-0.38624095957580096,,,35.1,35.15,35.1,35.15,0.0005361979328008721,0.0004914348298359577,,,,
1784603160.004,35.15,35.199999999999996,35.15,35.199999999999996,0,0,0,0,0,0,34.3,34.1,,,,,35.175,,,,,,,,,,,94.73775461718608,90.7734199137901,94.73775461718608,90.7734199137901,97.93271463817538,97.78629982705837,97.93271463817538,97.78629982705837,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.05048119970299646,,,,,,,,,0,0,0,0,52,48,-52,-48,67.86383991448756,68.23192508673563,-0.36808517224807247,,,35.15,35.199999999999996,35.15,35.199999999999996,0.0005519166343091933,0.0005089663903777001,,,,
1784610000,35.2,35.25,35.10776424,35.25,0,0,0,0,0,0,34.3,34.1,,,,,35.225,,,,,,,,,,,95.11362928738708,91.39344982430394,95.11362928738708,91.39344982430394,97.86187776605506,97.82408879655671,97.86187776605506,97.82408879655671,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.029548667447450182,0.029548667447450182,,0.029548667447450182,,,,,,0,0,0,0,52,48,-52,-48,66.82382951869255,67.7830354275534,-0.9592059088608522,,,35.2,35.25,35.10776424,35.25,0.0005680900049296934,0.0005263000832737228,,,,
1784610000.001,35.25,35.3,35.25,35.3,0,0,0,0,0,0,34.3,34.1,,,,,35.275,,,,,,,,,,,95.46265576685944,91.97476495895474,95.46265576685944,91.97476495895474,97.97684760899955,97.90046820277813,97.97684760899955,97.90046820277813,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.0322693551893983,,,,,,,,,0,0,0,0,52,48,-52,-48,67.87333515923204,67.6638542060022,0.20948095322984273,67.6638542060022,67.6638542060022,35.25,35.3,35.25,35.3,0.0005845695794399305,0.0005433854947987461,,,,
1784610000.002,35.300000000000004,35.35,35.300000000000004,35.35,0,0,0,0,0,0,34.3,34.1,,,,,35.325,,,,,,,,,,,95.78675178351234,92.51933450532012,95.78675178351234,92.51933450532012,98.07539318866633,97.98793069572223,98.07539318866633,97.98793069572223,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.04329055809698218,,,,,,,,,0,0,0,0,52,48,-52,-48,68.58912446661047,67.78753226475568,0.8015922018547883,,,35.300000000000004,35.35,35.300000000000004,35.35,0.0006011776749266049,0.0005601817797890408,,,,
1784610000.003,35.35,35.4,35.35,35.4,0,0,0,0,0,0,34.3,34.1,,,,,35.375,,,,,,,,,,,96.08769808469003,93.02910073094439,96.08769808469003,93.02910073094439,98.15986082838063,98.07389576205142,98.15986082838063,98.07389576205142,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.054876348807262214,,,,,,,,,0,0,0,0,52,48,-52,-48,68.68920560458044,67.99387368727889,0.6953319173015444,,,35.35,35.4,35.35,35.4,0.0006179214351421121,0.000576645543591401,,,,
1784610000.004,35.4,35.449999999999996,35.4,35.449999999999996,0,0,0,0,0,0,34.3,34.1,,,,,35.425,,,,,,,,,,,96.3671482214979,93.50596465816633,96.3671482214979,93.50596465816633,98.23226166242154,98.15307871223648,98.23226166242154,98.15307871223648,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.06615262933609262,,,,,0.06615262933609262,0.06615262933609262,0.06615262933609262,,0,0,0,0,52,48,-52,-48,68.48836419804572,68.4100073571172,0.07835684092852091,,,35.4,35.449999999999996,35.4,35.449999999999996,0.0006335543033067956,0.0005928716053423883,,,,
1784610240,35.4,35.4,35.35,35.35,0,0,0,0,0,0,34.3,34.1,,,,,35.375,,,,,,,,,,,96.31607862803688,93.90740951100497,96.31607862803688,93.90740951100497,97.69661837074557,97.92484854149103,97.69661837074557,97.92484854149103,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.03951868649396642,,,,,,,,,0,0,0,0,52,48,-52,-48,63.690960848454125,67.3644137794227,-3.6734529309685797,67.3644137794227,67.3644137794227,35.4,35.4,35.35,35.35,0.0006382272195171227,0.0006072567028770432,,,,
1784610480,35.4,35.449999999999996,35.4,35.449999999999996,0,0,0,0,0,0,34.3,34.1,,,,,35.425,,,,,,,,,,,96.5792158688914,94.28909613356018,96.5792158688914,94.28909613356018,97.82159125655747,97.87321989902425,97.82159125655747,97.87321989902425,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.01937183956465174,,,,,,,,,0,0,0,0,52,48,-52,-48,62.61524833098973,65.87094474551752,-3.2556964145277902,,,35.4,35.449999999999996,35.4,35.449999999999996,0.0006473077850039367,0.0006204596662227503,,,,
1784610720,35.4,35.4,35.35,35.35,0,0,0,0,0,0,34.3,34.1,,,,,35.375,,,,,,,,,,,96.51299858633084,94.60679648395599,96.51299858633084,94.60679648395599,97.28623165905985,97.57972577904205,97.28623165905985,97.57972577904205,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.015452824767801455,,,,,,,,,0,0,0,0,52,48,-52,-48,56.75948536390047,62.88851468534753,-6.129029321447064,,,35.4,35.4,35.35,35.35,0.0006470874510918408,0.0006308793114980688,,,,
1784610720.001,35.35,35.35,35.300000000000004,35.300000000000004,0,0,0,0,0,0,34.3,34.1,,,,,35.325,,,,,,,,,,,96.29623160656188,94.84814435861396,96.29623160656188,94.84814435861396,96.29825147496148,96.93898862700176,96.29825147496148,96.93898862700176,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,-0.0008405855030957799,,,,,,,,,0,0,0,0,52,48,-52,-48,46.62562808229221,57.42283065640915,-10.797202574116938,,,35.35,35.35,35.300000000000004,35.300000000000004,0.0006416713741159753,0.0006376282613629638,,,,
1784610720.002,35.300000000000004,35.300000000000004,35.25000000000001,35.25000000000001,0,0,0,0,0,0,35.449999999999996,35.25000000000001,,,,,35.275000000000006,,,,,,,,,,,95.93966847938512,95.00407637586697,95.93966847938512,95.00407637586697,94.92231078806229,95.93064970753203,94.92231078806229,95.93064970753203,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,-0.017393204379065066,,,,,,,,,0,0,0,0,52,48,-52,-48,33.688565240194535,49.92223175434425,-16.233666514149718,,,35.300000000000004,35.300000000000004,35.25000000000001,35.25000000000001,0.000631666687090835,0.000639919136687751,0.000631666687090835,35.300000000000004,,
1784610960,35.25,35.25,35.2,35.2,0,0,0,0,0,0,35.449999999999996,35.25000000000001,,,,,35.225,,,,,,,,,,,95.45329464390112,95.06825041415756,95.45329464390112,95.06825041415756,93.2138325273339,94.57224111743297,93.2138325273339,94.57224111743297,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,-0.020636552770419717,,,,,,,,,0,0,0,0,52,48,-52,-48,19.919936905361396,39.248403897937166,-19.32846699257577,,,35.25,35.25,35.2,35.2,0.0006168351151755841,0.0006371326053325491,,,,
1784610960.001,35.2,35.2,35.150000000000006,35.150000000000006,0,0,0,0,0,0,35.449999999999996,35.25000000000001,,,,,35.175000000000004,,,,,,,,,,,94.84638229356038,95.03655496835798,94.84638229356038,95.03655496835798,91.22032206046615,92.89628158894956,91.22032206046615,92.89628158894956,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,-0.021687318471991707,,,,,,,,,0,0,0,0,52,48,-52,-48,5.958419739566494,26.54813749185368,-20.589717752287186,,,35.2,35.2,35.150000000000006,35.150000000000006,0.000597900960360198,0.0006304115621397283,,,,
1784610960.002,35.15,35.15,35.1,35.1,0,0,0,0,0,0,35.449999999999996,35.25000000000001,,,,,35.125,,,,,,,,,,,94.12754132228123,94.9066958760613,94.12754132228123,94.9066958760613,88.84818813974023,90.8722348643449,88.84818813974023,90.8722348643449,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,-0.023778823815578807,-0.023778823815578807,,-0.023778823815578807,,,,,,0,0,0,0,52,48,-52,-48,-6.386750112332512,13.295042943197496,-19.681793055530008,,,35.15,35.15,35.1,35.1,0.0005761489551466157,0.0006185517571635082,,,,
1784611440,35.15,35.199999999999996,35.15,35.199999999999996,0,0,0,0,0,0,35.449999999999996,35.25000000000001,,,,,35.175,,,,,,,,,,,93.77060514087604,94.74439719960627,93.77060514087604,94.74439719960627,87.35558983406308,89.11391234920399,87.35558983406308,89.11391234920399,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,-0.007055938114529582,,,,,,,,,0,0,0,0,52,48,-52,-48,-9.396213037392421,2.52384837380076,-11.920061411193181,,,35.15,35.199999999999996,35.15,35.199999999999996,0.0005623593129607772,0.0006044304008083308,,,,
1784611440.001,35.2,35.25,35.2,35.25,0,0,0,0,0,0,35.449999999999996,35.25000000000001,,,,,35.225,,,,,,,,,,,93.59444390410542,94.58011815739187,93.59444390410542,94.58011815739187,86.54288652443503,87.82839943681951,86.54288652443503,87.82839943681951,96,101,96,101,-1,4,-1,4,-1,4,-1,4,96,101,96,101,0.016963847635769507,,,,,,,,,0,0,0,0,52,48,-52,-48,-6.356123805482761,-4.045166803910282,-2.3109570015724783,,,35.2,35.25,35.2,35.25,0.0005527346781887603,0.000589607618153795,,,,
